subsub-1793622,ses2,	subsub-8735778,ses1,	subsub-0021002,ses2,	subsub-0021024,ses1,	sub0021001,ses2,	sub3313349,ses1,	subsub-2475376,ses1,	sub3808535,ses1,	sub4176156,ses1,	subsub-2799329,ses1,	sub0021018,ses2,	subsub-1793622,ses1,	subsub-8735778,ses2,	subsub-0021024,ses2,	subsub-0021002,ses1,	sub3313349,ses2,	sub0021001,ses1,	subsub-2475376,ses2,	sub3808535,ses2,	sub4176156,ses2,	subsub-2799329,ses2,	sub0021018,ses1,	sub3795193,ses1,	subsub-7055197,ses1,	sub4288245,ses2,	subsub-9630905,ses1,	subsub-0021006,ses1,	sub3201815,ses1,	sub3795193,ses2,	subsub-7055197,ses2,	sub4288245,ses1,	subsub-9630905,ses2,	subsub-0021006,ses2,	sub3201815,ses2,	subsub-3808535,ses1,	subsub-0021018,ses2,	subsub-4176156,ses1,	subsub-2842950,ses1,	sub0021002,ses2,	sub0021024,ses1,	subsub-0021001,ses2,	subsub-3313349,ses1,	subsub-3808535,ses2,	subsub-0021018,ses1,	subsub-4176156,ses2,	subsub-2842950,ses2,	sub0021024,ses2,	sub0021002,ses1,	subsub-3313349,ses2,	subsub-0021001,ses1,	subsub-4288245,ses2,	subsub-1961098,ses2,	subsub-3201815,ses1,	sub0021006,ses1,	subsub-3795193,ses1,	subsub-3315657,ses2,	subsub-4288245,ses1,	subsub-1961098,ses1,	subsub-3201815,ses2,	sub0021006,ses2,	subsub-3795193,ses2,	subsub-3315657,ses1,	sub2475376,ses2,	subsub-3808535,ses2,	subsub-4176156,ses2,	subsub-2842950,ses2,	sub2799329,ses2,	subsub-0021018,ses1,	sub1793622,ses1,	sub8735778,ses2,	subsub-0021001,ses1,	subsub-3313349,ses2,	sub2475376,ses1,	subsub-3808535,ses1,	subsub-4176156,ses1,	subsub-2842950,ses1,	sub2799329,ses1,	subsub-0021018,ses2,	sub1793622,ses2,	sub8735778,ses1,	subsub-3313349,ses1,	subsub-0021001,ses2,	subsub-1961098,ses1,	subsub-4288245,ses1,	sub9630905,ses2,	subsub-3201815,ses2,	subsub-3795193,ses2,	sub7055197,ses2,	subsub-3315657,ses1,	subsub-1961098,ses2,	subsub-4288245,ses2,	sub9630905,ses1,	subsub-3201815,ses1,	subsub-3795193,ses1,	sub7055197,ses1,	subsub-3315657,ses2,	subsub-1793622,ses1,	subsub-8735778,ses2,	subsub-0021002,ses1,	subsub-0021024,ses2,	subsub-2475376,ses2,	subsub-2799329,ses2,	sub2842950,ses2,	subsub-1793622,ses2,	subsub-8735778,ses1,	subsub-0021024,ses1,	subsub-0021002,ses2,	subsub-2475376,ses1,	subsub-2799329,ses1,	sub2842950,ses1,	sub3315657,ses1,	subsub-7055197,ses2,	sub1961098,ses1,	subsub-0021006,ses2,	subsub-9630905,ses2,	sub3315657,ses2,	subsub-7055197,ses1,	sub1961098,ses2,	subsub-0021006,ses1,	subsub-9630905,ses1,
degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,	degree,count,
48,2,	57,1,	45,1,	42,1,	49,1,	48,1,	56,1,	45,1,	47,1,	51,1,	49,1,	49,1,	54,1,	40,1,	44,2,	47,1,	53,1,	58,1,	49,1,	48,1,	49,1,	48,2,	46,1,	54,1,	46,1,	55,1,	47,1,	43,2,	47,1,	52,1,	45,2,	56,1,	47,1,	47,1,	45,1,	49,1,	47,1,	57,1,	45,1,	42,1,	49,1,	48,1,	49,1,	48,2,	48,1,	59,1,	40,1,	44,2,	47,1,	53,1,	46,1,	53,1,	43,2,	47,1,	46,1,	53,1,	45,2,	50,2,	47,1,	47,1,	47,1,	54,1,	50,1,	58,1,	52,1,	53,2,	45,1,	54,2,	44,1,	49,1,	59,1,	54,1,	50,1,	54,1,	50,1,	52,1,	46,1,	54,1,	42,1,	49,1,	54,1,	52,2,	46,2,	53,1,	50,1,	56,1,	51,1,	47,1,	47,1,	47,1,	56,1,	45,1,	54,1,	50,1,	51,1,	45,1,	44,1,	49,1,	50,1,	48,1,	50,1,	45,1,	53,2,	42,1,	49,1,	48,1,	51,1,	50,1,	46,1,	52,1,	47,1,	47,1,	46,2,	61,1,	50,1,	45,1,	51,1,	47,1,	57,1,	45,1,
47,1,	52,1,	44,1,	40,1,	44,1,	46,1,	51,1,	44,1,	46,1,	48,1,	46,1,	48,1,	52,1,	39,1,	40,1,	44,1,	51,1,	47,2,	48,1,	45,1,	47,1,	41,1,	44,1,	53,1,	45,1,	50,1,	44,1,	38,1,	44,1,	51,1,	38,2,	49,1,	46,1,	46,1,	44,1,	46,1,	46,1,	54,1,	44,1,	40,1,	44,1,	46,1,	48,1,	41,1,	45,1,	58,1,	39,1,	40,1,	44,1,	51,1,	45,1,	51,1,	38,1,	44,1,	44,1,	50,1,	38,2,	44,4,	46,1,	46,1,	44,1,	52,1,	43,1,	57,1,	51,1,	45,1,	42,1,	48,1,	43,1,	47,1,	57,1,	50,1,	42,1,	48,1,	49,1,	48,1,	45,1,	53,1,	41,1,	47,1,	49,1,	51,1,	41,1,	52,1,	43,1,	55,1,	49,1,	44,1,	44,1,	46,1,	51,1,	44,1,	50,1,	48,1,	46,1,	44,1,	43,1,	47,1,	48,1,	46,1,	43,1,	42,1,	45,1,	41,1,	47,1,	47,1,	50,1,	42,1,	45,1,	48,1,	44,1,	44,1,	41,1,	54,1,	43,1,	44,1,	46,1,	46,1,	49,1,	44,1,
45,1,	48,1,	40,1,	36,1,	40,1,	43,1,	45,2,	36,2,	36,1,	47,1,	38,1,	46,1,	45,2,	38,1,	35,1,	41,1,	47,1,	44,2,	42,1,	38,2,	42,1,	38,1,	35,1,	45,1,	39,1,	45,1,	43,1,	37,1,	40,1,	46,1,	36,1,	46,1,	44,1,	45,1,	36,2,	38,1,	36,1,	52,2,	40,1,	36,1,	40,1,	43,1,	42,1,	38,1,	38,2,	55,1,	38,1,	35,1,	41,1,	47,1,	39,1,	45,1,	37,1,	43,1,	35,1,	42,1,	36,1,	41,2,	45,1,	44,1,	40,1,	49,1,	39,2,	50,1,	46,1,	44,1,	34,2,	47,1,	42,1,	40,1,	53,1,	48,1,	39,1,	47,1,	41,1,	45,2,	37,1,	48,1,	40,1,	43,1,	47,1,	46,1,	38,1,	48,1,	38,2,	52,1,	46,1,	39,1,	39,1,	39,1,	49,1,	38,1,	47,1,	45,1,	39,1,	36,1,	42,1,	40,1,	47,2,	43,1,	39,2,	34,2,	44,1,	40,1,	43,1,	43,1,	49,1,	39,1,	37,1,	45,2,	39,1,	39,1,	38,1,	52,1,	38,2,	36,1,	39,1,	39,1,	48,1,	38,1,
43,1,	45,1,	36,1,	35,2,	39,1,	38,1,	43,1,	30,1,	33,1,	46,1,	36,2,	44,1,	42,1,	35,1,	32,3,	39,1,	44,1,	42,1,	38,1,	31,1,	41,2,	37,1,	34,1,	44,3,	37,1,	42,1,	37,1,	35,2,	35,1,	45,1,	33,1,	44,1,	41,1,	44,1,	30,1,	36,2,	33,1,	51,1,	36,1,	35,2,	39,1,	38,1,	38,1,	37,1,	31,1,	54,1,	35,1,	32,3,	39,1,	44,1,	37,1,	43,1,	35,2,	37,1,	34,1,	39,1,	33,1,	40,2,	44,1,	41,1,	35,1,	45,1,	38,1,	49,1,	41,1,	42,1,	32,2,	46,3,	41,1,	39,1,	51,1,	47,2,	38,1,	39,2,	40,1,	42,1,	35,1,	44,2,	38,1,	40,1,	46,1,	44,1,	36,1,	46,2,	36,2,	51,1,	44,1,	36,1,	35,1,	36,2,	48,1,	36,1,	46,1,	42,1,	36,1,	33,1,	41,1,	39,1,	45,1,	42,1,	38,1,	32,2,	42,1,	38,1,	40,1,	42,1,	46,1,	38,1,	35,1,	42,1,	35,1,	36,1,	36,1,	51,1,	36,2,	33,1,	36,1,	36,2,	47,1,	36,1,
38,2,	43,2,	34,1,	32,1,	37,1,	37,1,	42,1,	28,1,	31,1,	43,1,	34,1,	43,1,	41,2,	34,1,	31,1,	37,1,	40,2,	40,2,	37,1,	30,1,	40,1,	35,1,	32,1,	43,2,	35,1,	41,2,	36,2,	33,2,	34,1,	42,1,	32,2,	43,4,	39,2,	43,1,	28,1,	34,1,	31,1,	48,1,	34,1,	32,1,	37,1,	37,1,	37,1,	35,1,	30,1,	53,1,	34,1,	31,1,	37,1,	40,2,	35,1,	42,2,	33,2,	36,2,	32,1,	38,1,	32,2,	39,2,	43,1,	39,2,	34,1,	44,1,	37,1,	46,1,	40,1,	40,1,	31,2,	43,3,	37,1,	33,3,	48,2,	43,2,	37,1,	38,2,	39,1,	40,1,	33,3,	43,1,	33,1,	37,1,	43,1,	41,1,	35,1,	45,1,	32,1,	50,1,	42,2,	34,1,	34,1,	34,4,	45,1,	35,1,	45,1,	38,1,	35,1,	32,2,	37,1,	33,3,	42,1,	39,1,	37,1,	31,2,	40,1,	33,1,	37,1,	41,1,	44,1,	37,1,	33,3,	40,1,	34,1,	34,1,	35,1,	48,1,	32,1,	32,2,	35,1,	34,4,	46,1,	35,1,
36,1,	41,1,	33,2,	28,3,	35,1,	36,2,	39,1,	27,1,	30,1,	42,2,	33,1,	42,1,	38,3,	31,1,	28,1,	36,2,	38,1,	38,1,	34,1,	29,1,	39,1,	34,2,	30,2,	41,1,	34,1,	40,1,	34,1,	32,1,	33,1,	41,2,	31,1,	42,1,	38,1,	40,1,	27,1,	33,1,	30,1,	47,3,	33,2,	28,3,	35,1,	36,2,	34,1,	34,2,	29,1,	49,1,	31,1,	28,1,	36,2,	38,1,	34,1,	40,1,	32,1,	34,1,	30,2,	37,2,	31,1,	38,1,	40,1,	38,1,	33,1,	38,1,	33,3,	45,2,	37,1,	38,2,	30,1,	40,1,	34,1,	31,1,	46,1,	41,2,	35,1,	34,1,	35,1,	38,1,	31,1,	42,1,	31,1,	36,1,	42,1,	40,1,	34,3,	40,2,	31,1,	47,1,	39,2,	33,2,	32,1,	32,2,	44,1,	31,2,	44,1,	37,1,	34,1,	31,1,	34,1,	31,1,	41,1,	36,1,	33,3,	30,1,	38,2,	31,1,	36,1,	38,1,	42,1,	35,1,	31,1,	38,1,	32,1,	33,2,	34,3,	47,1,	31,1,	31,1,	34,1,	32,2,	43,2,	31,2,
35,1,	40,2,	30,1,	26,1,	30,3,	34,1,	38,3,	26,1,	28,2,	40,1,	32,2,	41,2,	37,2,	29,2,	27,2,	34,1,	37,1,	37,2,	33,1,	28,1,	38,2,	33,1,	28,1,	40,1,	33,2,	38,3,	33,2,	30,1,	32,1,	39,3,	29,3,	41,1,	36,1,	37,1,	26,1,	32,2,	28,2,	46,1,	30,1,	26,1,	30,3,	34,1,	33,1,	33,1,	28,1,	45,2,	29,2,	27,2,	34,1,	37,1,	33,2,	39,1,	30,1,	33,2,	28,1,	35,1,	29,3,	37,1,	37,1,	36,1,	32,1,	37,2,	32,1,	44,1,	35,1,	35,1,	28,2,	38,1,	32,1,	30,1,	44,2,	40,1,	34,1,	33,1,	33,2,	37,2,	29,3,	40,1,	29,3,	33,1,	41,3,	39,2,	32,1,	39,1,	30,4,	44,1,	38,1,	31,2,	30,1,	28,1,	43,1,	30,2,	42,1,	36,1,	32,3,	26,2,	32,1,	30,1,	38,2,	35,2,	32,1,	28,2,	35,1,	29,3,	33,1,	35,1,	41,1,	34,1,	29,3,	37,2,	30,1,	31,2,	32,1,	46,2,	30,4,	26,2,	32,3,	28,1,	41,1,	30,2,
33,2,	39,2,	28,4,	25,2,	29,1,	33,2,	37,2,	25,1,	25,2,	39,1,	29,1,	39,1,	36,2,	27,3,	26,1,	33,2,	36,1,	36,1,	32,1,	27,2,	37,1,	32,1,	27,2,	39,1,	31,2,	37,1,	31,1,	29,1,	30,3,	38,1,	28,1,	39,1,	35,1,	35,1,	25,1,	29,1,	25,2,	44,1,	28,4,	25,2,	29,1,	33,2,	32,1,	32,1,	27,2,	43,2,	27,3,	26,1,	33,2,	36,1,	31,2,	38,3,	29,1,	31,1,	27,2,	34,1,	28,1,	34,1,	35,1,	35,1,	30,3,	36,1,	31,1,	42,1,	34,2,	34,2,	27,1,	37,1,	30,1,	29,2,	43,3,	38,1,	32,1,	31,2,	31,1,	36,3,	28,2,	39,1,	27,1,	32,1,	40,2,	36,2,	31,1,	36,1,	29,2,	43,2,	35,1,	30,2,	28,1,	27,3,	42,1,	29,1,	40,3,	34,1,	31,2,	25,1,	30,1,	29,2,	34,2,	34,1,	31,1,	27,1,	34,2,	27,1,	32,1,	33,2,	39,1,	32,1,	28,2,	36,3,	28,1,	30,2,	31,1,	45,1,	29,2,	25,1,	31,2,	27,3,	40,1,	29,1,
