32,1,	38,1,	9,3,	7,3,	36,1,	38,1,	10,1,	36,2,	35,2,	9,3,	7,3,	35,3,	35,2,	8,3,	8,2,	11,1,	38,2,	7,9,	10,2,	11,2,	36,1,	8,3,	7,6,	37,1,	6,4,	7,7,	8,5,	38,1,	43,2,	8,2,	41,1,	10,1,	9,1,	10,1,	37,1,	33,3,	9,2,	8,1,	33,1,	34,2,	5,6,	41,1,	33,2,	35,1,	9,1,	42,2,	37,1,	9,2,	30,1,	30,1,	37,2,	11,2,	39,1,	35,1,	34,1,	8,2,	9,2,	42,1,	10,1,	34,1,	9,2,	41,1,	10,1,	7,7,	38,1,	11,1,	33,3,	9,1,	32,1,	33,2,	11,3,	6,6,	32,2,	36,1,	10,1,	8,1,	12,2,	40,2,	11,1,	38,2,
31,1,	36,2,	8,3,	6,10,	34,2,	36,1,	9,2,	35,1,	34,3,	8,2,	6,8,	34,2,	34,2,	7,6,	7,5,	10,2,	35,1,	6,8,	9,2,	10,2,	35,2,	7,1,	6,3,	36,1,	5,9,	6,4,	7,3,	37,1,	41,2,	7,2,	40,2,	9,1,	7,6,	9,1,	36,1,	31,1,	8,2,	7,2,	32,1,	32,1,	4,6,	40,1,	32,1,	34,1,	8,3,	40,3,	36,1,	8,1,	29,3,	28,2,	36,1,	10,1,	37,1,	34,1,	33,4,	7,1,	8,3,	41,1,	8,1,	31,3,	8,2,	39,2,	8,1,	6,5,	34,1,	9,1,	32,2,	7,3,	31,2,	30,1,	10,1,	5,5,	30,1,	35,1,	9,1,	7,4,	10,2,	38,2,	8,5,	34,1,
30,1,	35,1,	7,2,	5,3,	33,3,	35,3,	8,1,	31,1,	33,1,	7,1,	5,3,	32,1,	32,1,	6,5,	6,3,	9,1,	34,1,	5,2,	7,2,	9,2,	31,1,	6,5,	5,6,	35,1,	4,6,	5,3,	6,8,	35,2,	40,2,	6,5,	39,1,	8,2,	6,7,	8,3,	35,1,	30,1,	7,7,	6,9,	31,3,	30,3,	3,4,	39,1,	31,2,	33,2,	7,2,	39,4,	35,2,	7,2,	28,1,	27,3,	35,2,	9,1,	36,1,	33,1,	32,1,	6,6,	7,3,	40,2,	7,4,	30,1,	7,3,	38,1,	7,3,	5,6,	32,1,	8,4,	30,1,	6,5,	30,1,	28,2,	7,1,	4,6,	28,2,	33,1,	8,1,	6,8,	9,1,	36,1,	7,11,	33,3,
28,1,	34,2,	6,4,	4,4,	30,1,	33,1,	7,2,	29,2,	32,4,	6,5,	4,4,	31,1,	31,1,	5,6,	5,5,	8,5,	33,2,	4,5,	6,4,	8,5,	30,1,	5,5,	4,5,	34,1,	3,7,	4,4,	5,3,	34,1,	39,2,	5,5,	38,2,	7,1,	5,4,	7,6,	34,2,	29,2,	6,5,	5,5,	30,2,	29,2,	2,7,	35,2,	30,1,	32,1,	6,4,	38,3,	33,2,	6,7,	27,2,	26,4,	34,1,	8,3,	34,1,	32,3,	30,1,	5,8,	6,8,	35,1,	6,10,	29,2,	6,7,	33,1,	6,5,	4,7,	31,1,	7,2,	29,1,	5,7,	29,1,	26,2,	6,4,	3,5,	27,1,	32,1,	7,2,	5,6,	8,5,	35,2,	6,3,	32,1,
27,1,	33,2,	5,5,	3,4,	29,1,	32,2,	6,5,	28,1,	30,2,	5,7,	3,6,	30,3,	30,1,	4,8,	4,9,	7,4,	31,1,	3,9,	5,4,	7,5,	29,2,	4,13,	3,6,	33,1,	2,7,	3,8,	4,5,	33,2,	38,7,	4,2,	37,3,	6,7,	4,9,	6,7,	32,1,	28,2,	5,11,	4,3,	29,1,	28,2,	1,7,	34,2,	29,4,	30,6,	5,6,	37,4,	31,1,	5,5,	26,4,	25,5,	33,1,	7,2,	32,2,	31,4,	29,4,	4,8,	5,5,	32,1,	4,3,	28,3,	5,4,	32,1,	5,10,	3,2,	30,2,	6,11,	28,2,	4,2,	28,1,	25,3,	5,5,	2,10,	26,1,	31,1,	6,2,	4,8,	7,6,	33,1,	5,6,	31,2,
26,1,	32,5,	4,5,	2,9,	28,6,	30,3,	5,4,	27,2,	28,2,	4,5,	2,8,	28,2,	29,2,	3,3,	3,6,	6,2,	30,1,	2,7,	4,7,	6,5,	28,1,	3,8,	2,6,	32,2,	1,8,	2,3,	3,5,	31,2,	37,2,	3,10,	36,6,	5,4,	3,2,	5,6,	31,1,	26,2,	4,3,	3,5,	28,5,	27,3,	0,0,	33,1,	28,1,	29,2,	4,7,	36,3,	30,2,	4,7,	25,3,	24,1,	30,1,	6,3,	31,2,	30,2,	28,1,	3,6,	4,8,	30,1,	3,6,	27,5,	4,9,	31,4,	4,6,	2,10,	27,3,	5,3,	26,2,	3,10,	27,2,	23,6,	4,2,	1,9,	25,1,	30,4,	5,4,	3,5,	6,6,	32,1,	4,6,	30,1,
25,4,	31,2,	3,6,	1,10,	27,4,	29,1,	4,7,	26,1,	26,1,	3,6,	1,11,	27,3,	27,1,	2,8,	2,6,	5,5,	29,8,	1,5,	3,7,	5,2,	27,3,	2,4,	1,9,	31,1,	0,0,	1,6,	2,7,	29,2,	36,2,	2,8,	35,2,	4,3,	2,7,	4,4,	29,2,	25,3,	3,5,	2,8,	27,4,	26,1,	0,0,	32,1,	27,2,	28,2,	3,7,	34,2,	28,4,	3,4,	24,1,	23,2,	28,4,	5,6,	30,1,	29,1,	27,1,	2,7,	3,4,	29,2,	2,8,	26,3,	3,3,	30,1,	3,4,	1,7,	26,4,	4,3,	25,2,	2,9,	26,2,	22,7,	3,4,	0,0,	24,2,	28,1,	4,5,	2,9,	5,4,	31,2,	3,4,	29,1,
23,4,	30,2,	2,8,	0,0,	25,3,	28,1,	3,8,	24,3,	25,2,	2,5,	0,0,	26,3,	25,5,	1,7,	1,8,	4,8,	27,2,	0,0,	2,7,	4,3,	26,2,	1,5,	0,0,	30,3,	0,0,	0,0,	1,5,	28,2,	34,2,	1,8,	34,2,	3,10,	1,6,	3,6,	27,3,	24,2,	2,8,	1,8,	26,1,	25,1,	0,0,	31,3,	26,1,	27,3,	2,6,	33,2,	27,2,	2,8,	23,2,	22,6,	27,1,	4,7,	29,1,	28,2,	26,4,	1,6,	2,8,	28,2,	1,10,	25,4,	2,10,	29,1,	2,9,	0,0,	25,4,	3,4,	24,4,	1,6,	25,5,	21,5,	2,10,	0,0,	23,7,	27,1,	3,6,	1,5,	4,6,	30,1,	2,2,	28,3,
22,3,	29,2,	1,8,	0,0,	24,3,	27,2,	2,6,	23,3,	23,3,	1,11,	0,0,	25,3,	24,3,	0,0,	0,0,	3,6,	26,1,	0,0,	1,5,	3,10,	25,3,	0,0,	0,0,	29,2,	0,0,	0,0,	0,0,	27,1,	33,1,	0,0,	33,2,	2,7,	0,0,	2,7,	26,5,	23,4,	1,5,	0,0,	25,1,	24,4,	0,0,	28,6,	25,3,	26,6,	1,9,	30,1,	26,2,	1,9,	22,1,	21,1,	26,1,	3,7,	28,2,	27,4,	25,1,	0,0,	1,8,	27,5,	0,0,	24,3,	1,6,	28,4,	1,8,	0,0,	24,6,	2,7,	23,6,	0,0,	24,6,	20,5,	1,13,	0,0,	22,3,	26,5,	2,11,	0,0,	3,7,	29,3,	1,10,	27,2,
21,7,	27,1,	0,0,	0,0,	23,3,	25,4,	1,9,	22,4,	22,4,	0,0,	0,0,	24,4,	23,2,	0,0,	0,0,	2,7,	25,2,	0,0,	0,0,	2,5,	24,5,	0,0,	0,0,	28,1,	0,0,	0,0,	0,0,	26,3,	32,2,	0,0,	32,2,	1,9,	0,0,	1,7,	25,4,	22,1,	0,0,	0,0,	24,4,	23,1,	0,0,	27,2,	24,2,	25,2,	0,0,	27,1,	25,6,	0,0,	21,5,	20,2,	25,5,	2,9,	27,4,	26,1,	24,4,	0,0,	0,0,	26,4,	0,0,	23,2,	0,0,	27,1,	0,0,	0,0,	23,6,	1,7,	22,5,	0,0,	23,2,	19,2,	0,0,	0,0,	21,4,	25,4,	1,8,	0,0,	2,5,	28,2,	0,0,	26,3,
20,4,	26,1,	0,0,	0,0,	22,4,	24,2,	0,0,	21,4,	21,3,	0,0,	0,0,	23,2,	22,10,	0,0,	0,0,	1,4,	24,2,	0,0,	0,0,	1,5,	22,3,	0,0,	0,0,	27,2,	0,0,	0,0,	0,0,	25,6,	30,2,	0,0,	31,1,	0,0,	0,0,	0,0,	24,4,	21,3,	0,0,	0,0,	23,1,	22,2,	0,0,	26,3,	23,6,	24,6,	0,0,	26,3,	24,4,	0,0,	20,2,	19,6,	24,5,	1,7,	26,3,	25,1,	23,2,	0,0,	0,0,	25,3,	0,0,	22,3,	0,0,	25,1,	0,0,	0,0,	22,4,	0,0,	21,8,	0,0,	22,10,	18,5,	0,0,	0,0,	20,6,	24,3,	0,0,	0,0,	1,5,	27,3,	0,0,	25,2,
19,5,	25,1,	0,0,	0,0,	21,1,	23,3,	0,0,	20,6,	20,4,	0,0,	0,0,	22,3,	21,3,	0,0,	0,0,	0,0,	23,4,	0,0,	0,0,	0,0,	21,6,	0,0,	0,0,	24,3,	0,0,	0,0,	0,0,	24,1,	28,2,	0,0,	30,2,	0,0,	0,0,	0,0,	23,2,	20,6,	0,0,	0,0,	21,1,	21,9,	0,0,	25,2,	22,1,	23,4,	0,0,	25,1,	23,6,	0,0,	19,4,	18,4,	23,10,	0,0,	25,4,	24,1,	21,5,	0,0,	0,0,	24,5,	0,0,	21,3,	0,0,	24,6,	0,0,	0,0,	21,6,	0,0,	20,6,	0,0,	21,2,	15,1,	0,0,	0,0,	19,7,	23,5,	0,0,	0,0,	0,0,	26,1,	0,0,	23,3,
18,2,	24,1,	0,0,	0,0,	20,3,	22,6,	0,0,	19,4,	19,1,	0,0,	0,0,	21,4,	20,5,	0,0,	0,0,	0,0,	22,4,	0,0,	0,0,	0,0,	20,6,	0,0,	0,0,	23,3,	0,0,	0,0,	0,0,	23,7,	27,1,	0,0,	29,1,	0,0,	0,0,	0,0,	22,2,	19,5,	0,0,	0,0,	20,2,	20,3,	0,0,	24,2,	21,4,	22,4,	0,0,	24,1,	22,2,	0,0,	18,6,	17,3,	22,6,	0,0,	24,2,	23,5,	20,4,	0,0,	0,0,	23,3,	0,0,	20,6,	0,0,	22,3,	0,0,	0,0,	20,4,	0,0,	19,1,	0,0,	20,6,	14,4,	0,0,	0,0,	18,2,	22,5,	0,0,	0,0,	0,0,	25,5,	0,0,	22,3,
17,4,	23,3,	0,0,	0,0,	19,3,	21,6,	0,0,	18,3,	18,2,	0,0,	0,0,	20,1,	19,4,	0,0,	0,0,	0,0,	21,2,	0,0,	0,0,	0,0,	19,1,	0,0,	0,0,	22,3,	0,0,	0,0,	0,0,	22,4,	25,1,	0,0,	27,1,	0,0,	0,0,	0,0,	21,3,	18,3,	0,0,	0,0,	19,1,	19,4,		23,2,	20,1,	21,4,	0,0,	23,1,	21,2,	0,0,	17,4,	16,4,	21,2,	0,0,	23,4,	21,2,	19,2,	0,0,	0,0,	22,5,	0,0,	19,2,	0,0,	21,7,	0,0,	0,0,	18,2,	0,0,	18,3,	0,0,	19,3,	13,1,	0,0,	0,0,	15,1,	21,5,	0,0,	0,0,	0,0,	24,3,	0,0,	21,3,
16,2,	22,4,	0,0,	0,0,	18,3,	20,3,	0,0,	17,1,	17,1,	0,0,	0,0,	19,1,	18,2,	0,0,	0,0,	0,0,	20,2,	0,0,	0,0,	0,0,	18,5,	0,0,	0,0,	21,2,		0,0,	0,0,	21,2,	24,1,	0,0,	26,2,	0,0,	0,0,	0,0,	20,7,	17,3,	0,0,	0,0,	18,3,	18,4,		22,3,	19,4,	20,1,	0,0,	22,4,	20,3,	0,0,	16,2,	15,3,	20,6,	0,0,	22,3,	20,3,	18,4,	0,0,	0,0,	21,1,	0,0,	18,2,	0,0,	20,3,	0,0,	0,0,	17,1,	0,0,	16,2,	0,0,	18,1,	12,2,	0,0,		14,1,	20,4,	0,0,	0,0,	0,0,	23,1,	0,0,	20,2,
15,1,	21,1,	0,0,		17,1,	19,3,	0,0,	16,5,	16,2,	0,0,		18,4,	16,1,	0,0,	0,0,	0,0,	19,1,		0,0,	0,0,	17,1,	0,0,		20,2,			0,0,	20,4,	23,2,	0,0,	25,2,	0,0,	0,0,	0,0,	19,1,	16,2,	0,0,	0,0,	17,1,	17,2,		21,3,	18,6,	19,2,	0,0,	21,1,	19,1,	0,0,	15,2,	14,4,	19,2,	0,0,	21,3,	19,1,	17,3,	0,0,	0,0,	20,2,	0,0,	17,4,	0,0,	19,5,	0,0,		16,1,	0,0,	15,3,	0,0,	17,1,	10,3,	0,0,		13,3,	19,2,	0,0,	0,0,	0,0,	22,5,	0,0,	19,5,
14,5,	20,3,	0,0,		16,1,	18,2,	0,0,	15,4,	15,3,	0,0,		17,1,	15,3,			0,0,	18,3,		0,0,	0,0,	16,2,			19,2,				18,1,	22,3,		24,4,	0,0,		0,0,	18,1,	15,4,	0,0,		16,8,	16,4,		20,2,	17,2,	17,1,	0,0,	20,1,	17,3,	0,0,	14,6,	12,1,	15,1,	0,0,	20,3,	18,1,	16,1,		0,0,	19,4,		16,1,	0,0,	18,4,	0,0,		12,1,	0,0,	14,1,		14,1,	9,3,	0,0,		12,4,	18,3,	0,0,		0,0,	21,1,	0,0,	18,2,
13,1,	18,4,			15,2,	16,1,	0,0,	13,3,	14,1,			16,3,	14,1,			0,0,	17,3,			0,0,	15,1,			18,3,				17,3,	21,2,		23,2,	0,0,		0,0,	17,1,	14,3,			14,1,	15,2,		19,3,	16,4,	12,1,		19,2,	16,1,		12,1,	11,1,	14,1,	0,0,	19,2,	17,2,	15,2,			18,1,		14,1,		15,1,			11,1,	0,0,	12,1,		12,1,	7,1,			11,3,	17,1,	0,0,		0,0,	20,2,		17,2,
12,4,	17,3,			14,1,	15,3,		12,1,	13,4,			15,2,	13,2,			0,0,	16,1,			0,0,	13,1,			17,2,				16,1,	20,2,		22,6,				16,3,	12,2,			13,4,	12,1,		18,1,	15,3,	9,1,		18,2,	15,2,		11,2,	8,1,	10,1,	0,0,	17,2,	16,2,	14,1,			17,3,		13,2,		14,3,			10,1,		10,3,		11,1,	6,1,			10,1,	15,1,			0,0,	19,2,		16,2,
9,1,	16,1,			13,3,	14,1,		11,1,	11,1,			14,3,	12,1,				15,2,				12,2,			16,2,				15,3,	19,1,		20,1,				14,1,	11,1,			11,1,	11,1,		17,3,	14,1,	8,1,		17,1,	13,2,		8,2,	7,1,	8,1,		16,2,	15,4,	13,3,			16,1,		12,2,		13,1,			9,3,		9,1,		10,2,	5,2,			9,1,	11,3,				18,3,		15,3,
6,1,	15,4,			11,2,	13,1,		10,1,	9,2,			12,1,	10,1,				14,4,				10,1,			15,4,				10,1,	18,2,		19,1,				12,1,	8,1,			10,1,	10,1,		16,1,	12,2,	7,1,		16,1,	10,2,		7,1,	6,1,	6,2,		14,1,	14,3,	10,3,			15,1,		11,1,		11,1,			6,2,		7,2,		9,1,	4,1,			7,2,	10,2,				15,4,		14,3,
5,2,	14,1,			10,1,	12,2,		9,1,	8,1,			11,2,	7,1,				13,3,				9,2,			14,2,				9,2,	17,2,		18,1,				11,1,	7,1,			9,2,	9,1,		15,5,	9,1,	6,1,		15,1,	9,1,		6,1,	5,2,	5,1,		13,2,	13,3,	8,1,			12,2,		9,1,		10,1,			5,1,		6,1,		7,1,	3,2,			5,1,	8,1,				14,3,		13,2,
3,2,	13,2,			7,3,	11,1,		8,1,	7,2,			7,3,	6,2,				10,1,				7,1,			13,4,				8,1,	16,1,		16,4,				10,2,	6,3,			8,1,	7,3,		14,3,	7,1,	4,1,		14,2,	7,3,		5,2,	4,1,	4,1,		12,1,	12,2,	7,3,			10,1,		7,2,		9,1,			3,4,		2,1,		6,2,	0,0,			4,4,	6,2,				13,1,		10,2,
1,1,	12,3,			6,1,	10,1,		6,1,	6,1,			5,1,	3,2,				8,1,				6,1,			12,2,				7,1,	15,2,		15,1,				9,1,	4,2,			5,4,	6,1,		13,1,	6,2,	3,2,		13,2,	6,1,		4,1,	2,2,	3,1,		11,2,	9,2,	5,1,			9,1,		6,1,		8,2,			0,0,		1,1,		4,1,	0,0,			3,1,	5,1,				10,1,		8,1,
0,0,	9,2,			2,2,	7,2,		5,1,	5,3,			2,2,	2,2,				7,2,				4,3,			11,2,				6,1,	14,1,		14,1,				7,2,	3,1,			4,1,	4,1,		12,1,	4,1,	0,0,		12,3,	4,1,		0,0,	0,0,	2,1,		10,2,	7,2,	4,1,			8,2,		4,2,		7,1,			0,0,		0,0,		3,3,	0,0,			0,0,	4,2,				9,2,		7,1,
0,0,	7,1,			0,0,	6,1,		4,3,	4,1,			0,0,	0,0,				6,1,				3,1,			10,2,				5,1,	13,1,		10,1,				6,3,	0,0,			0,0,	3,1,		9,2,	3,1,	0,0,		9,1,	3,1,		0,0,	0,0,	1,1,		9,2,	6,1,	3,1,			7,1,		0,0,		6,2,			0,0,		0,0,		0,0,	0,0,			0,0,	3,2,				7,1,		6,2,
0,0,	6,2,			0,0,	5,2,		1,1,	0,0,			0,0,	0,0,				5,1,				0,0,			7,2,				4,2,	11,1,		9,1,				5,2,	0,0,			0,0,	2,1,		8,1,	2,1,	0,0,		7,1,	1,1,		0,0,	0,0,	0,0,		8,2,	5,1,	1,1,			6,1,		0,0,		5,1,			0,0,		0,0,		0,0,	0,0,			0,0,	0,0,				6,2,		5,3,
0,0,	4,2,			0,0,	4,1,		0,0,	0,0,			0,0,	0,0,				4,1,				0,0,			4,2,				2,1,	10,1,		8,1,				4,1,	0,0,			0,0,	0,0,		7,1,	1,1,	0,0,		6,1,	0,0,		0,0,	0,0,	0,0,		6,3,	4,1,	0,0,			5,1,		0,0,		4,1,			0,0,		0,0,		0,0,	0,0,			0,0,	0,0,				5,2,		4,1,
0,0,	0,0,			0,0,	0,0,		0,0,	0,0,			0,0,	0,0,				0,0,				0,0,			2,1,				0,0,	9,1,		5,1,				0,0,	0,0,			0,0,	0,0,		6,1,	0,0,	0,0,		4,2,	0,0,		0,0,	0,0,	0,0,		0,0,	2,2,	0,0,			4,1,		0,0,		1,1,			0,0,		0,0,		0,0,	0,0,			0,0,	0,0,				4,2,		0,0,
