4,3,	3,2,	16,2,	22,4,	1,2,	18,3,	4,3,	20,3,	0,0,	6,3,	3,6,	17,1,	17,1,	0,0,	19,1,	5,3,	18,2,	0,0,	20,2,	2,3,	2,2,	18,5,	3,5,	21,2,	3,2,	2,2,	21,2,	4,4,	24,1,	0,0,	2,2,	26,2,	3,2,	1,2,	4,3,	20,7,	17,3,	3,3,	18,3,	18,4,	0,0,	22,3,	19,4,	4,5,	20,1,	22,4,	20,3,	0,0,	0,0,	1,2,	16,2,	15,3,	0,0,	20,6,	22,3,	20,3,	1,4,	2,1,	4,4,	18,4,	21,1,	2,6,	18,2,	2,1,	20,3,	17,1,	3,1,	16,2,	18,1,	12,2,	5,2,	14,1,	20,4,	4,3,	3,1,	23,1,	5,2,	2,2,	20,2,	3,3,
3,4,	2,3,	15,1,	21,1,	0,0,	17,1,	3,2,	19,3,	0,0,	5,3,	2,1,	16,5,	16,2,	0,0,	18,4,	3,4,	16,1,	0,0,	19,1,	1,3,	1,3,	17,1,	2,3,	20,2,	2,2,	1,3,	20,4,	3,3,	23,2,	0,0,	1,3,	25,2,	2,2,	0,0,	3,7,	19,1,	16,2,	2,3,	17,1,	17,2,	0,0,	21,3,	18,6,	3,2,	19,2,	21,1,	19,1,	0,0,	0,0,	0,0,	15,2,	14,4,	0,0,	19,2,	21,3,	19,1,	0,0,	0,0,	3,3,	17,3,	20,2,	1,1,	17,4,	1,3,	19,5,	16,1,	2,5,	15,3,	17,1,	10,3,	4,2,	13,3,	19,2,	3,1,	2,1,	22,5,	4,9,	1,2,	19,5,	2,3,
2,4,	1,2,	14,5,	20,3,	0,0,	16,1,	1,3,	18,2,	0,0,	4,4,	1,2,	15,4,	15,3,	0,0,	17,1,	2,1,	15,3,	0,0,	18,3,	0,0,	0,0,	16,2,	1,1,	19,2,	1,5,	0,0,	18,1,	2,3,	22,3,	0,0,	0,0,	24,4,	1,3,	0,0,	2,3,	18,1,	15,4,	0,0,	16,8,	16,4,	0,0,	20,2,	17,2,	2,1,	17,1,	20,1,	17,3,	0,0,	0,0,	0,0,	14,6,	12,1,	0,0,	15,1,	20,3,	18,1,	0,0,	0,0,	1,3,	16,1,	19,4,	0,0,	16,1,	0,0,	18,4,	12,1,	1,1,	14,1,	14,1,	9,3,	3,2,	12,4,	18,3,	2,1,	1,2,	21,1,	3,1,	0,0,	18,2,	1,3,
1,2,	0,0,	13,1,	18,4,	0,0,	15,2,	0,0,	16,1,	0,0,	3,2,	0,0,	13,3,	14,1,	0,0,	16,3,	1,1,	14,1,	0,0,	17,3,	0,0,	0,0,	15,1,	0,0,	18,3,	0,0,	0,0,	17,3,	1,2,	21,2,	0,0,	0,0,	23,2,	0,0,	0,0,	0,0,	17,1,	14,3,	0,0,	14,1,	15,2,	0,0,	19,3,	16,4,	1,2,	12,1,	19,2,	16,1,	0,0,	0,0,	0,0,	12,1,	11,1,	0,0,	14,1,	19,2,	17,2,	0,0,	0,0,	0,0,	15,2,	18,1,	0,0,	14,1,	0,0,	15,1,	11,1,	0,0,	12,1,	12,1,	7,1,	2,1,	11,3,	17,1,	0,0,	0,0,	20,2,	2,4,	0,0,	17,2,	0,0,
0,0,	0,0,	12,4,	17,3,	0,0,	14,1,	0,0,	15,3,		2,1,	0,0,	12,1,	13,4,	0,0,	15,2,	0,0,	13,2,	0,0,	16,1,	0,0,	0,0,	13,1,	0,0,	17,2,	0,0,	0,0,	16,1,	0,0,	20,2,	0,0,	0,0,	22,6,	0,0,	0,0,	0,0,	16,3,	12,2,	0,0,	13,4,	12,1,	0,0,	18,1,	15,3,	0,0,	9,1,	18,2,	15,2,	0,0,	0,0,	0,0,	11,2,	8,1,	0,0,	10,1,	17,2,	16,2,	0,0,	0,0,	0,0,	14,1,	17,3,	0,0,	13,2,	0,0,	14,3,	10,1,	0,0,	10,3,	11,1,	6,1,	0,0,	10,1,	15,1,	0,0,	0,0,	19,2,	1,3,	0,0,	16,2,	0,0,
0,0,	0,0,	9,1,	16,1,	0,0,	13,3,	0,0,	14,1,		1,2,	0,0,	11,1,	11,1,	0,0,	14,3,	0,0,	12,1,	0,0,	15,2,	0,0,	0,0,	12,2,	0,0,	16,2,	0,0,	0,0,	15,3,	0,0,	19,1,	0,0,	0,0,	20,1,	0,0,	0,0,	0,0,	14,1,	11,1,	0,0,	11,1,	11,1,	0,0,	17,3,	14,1,	0,0,	8,1,	17,1,	13,2,		0,0,	0,0,	8,2,	7,1,	0,0,	8,1,	16,2,	15,4,	0,0,	0,0,	0,0,	13,3,	16,1,	0,0,	12,2,	0,0,	13,1,	9,3,	0,0,	9,1,	10,2,	5,2,	0,0,	9,1,	11,3,	0,0,	0,0,	18,3,	0,0,	0,0,	15,3,	0,0,
0,0,	0,0,	6,1,	15,4,	0,0,	11,2,	0,0,	13,1,		0,0,	0,0,	10,1,	9,2,	0,0,	12,1,	0,0,	10,1,		14,4,	0,0,	0,0,	10,1,	0,0,	15,4,	0,0,	0,0,	10,1,	0,0,	18,2,		0,0,	19,1,	0,0,	0,0,	0,0,	12,1,	8,1,	0,0,	10,1,	10,1,	0,0,	16,1,	12,2,	0,0,	7,1,	16,1,	10,2,		0,0,	0,0,	7,1,	6,1,	0,0,	6,2,	14,1,	14,3,	0,0,	0,0,	0,0,	10,3,	15,1,	0,0,	11,1,	0,0,	11,1,	6,2,	0,0,	7,2,	9,1,	4,1,	0,0,	7,2,	10,2,	0,0,	0,0,	15,4,	0,0,	0,0,	14,3,	0,0,
0,0,	0,0,	5,2,	14,1,	0,0,	10,1,	0,0,	12,2,		0,0,	0,0,	9,1,	8,1,	0,0,	11,2,	0,0,	7,1,		13,3,	0,0,	0,0,	9,2,	0,0,	14,2,	0,0,	0,0,	9,2,	0,0,	17,2,		0,0,	18,1,	0,0,	0,0,	0,0,	11,1,	7,1,	0,0,	9,2,	9,1,	0,0,	15,5,	9,1,	0,0,	6,1,	15,1,	9,1,		0,0,	0,0,	6,1,	5,2,	0,0,	5,1,	13,2,	13,3,	0,0,	0,0,	0,0,	8,1,	12,2,	0,0,	9,1,	0,0,	10,1,	5,1,	0,0,	6,1,	7,1,	3,2,	0,0,	5,1,	8,1,	0,0,	0,0,	14,3,	0,0,	0,0,	13,2,	0,0,
0,0,	0,0,	3,2,	13,2,	0,0,	7,3,	0,0,	11,1,		0,0,	0,0,	8,1,	7,2,		7,3,	0,0,	6,2,		10,1,	0,0,	0,0,	7,1,	0,0,	13,4,	0,0,	0,0,	8,1,	0,0,	16,1,		0,0,	16,4,	0,0,	0,0,	0,0,	10,2,	6,3,	0,0,	8,1,	7,3,		14,3,	7,1,	0,0,	4,1,	14,2,	7,3,			0,0,	5,2,	4,1,		4,1,	12,1,	12,2,	0,0,	0,0,	0,0,	7,3,	10,1,	0,0,	7,2,	0,0,	9,1,	3,4,	0,0,	2,1,	6,2,	0,0,	0,0,	4,4,	6,2,	0,0,	0,0,	13,1,	0,0,	0,0,	10,2,	0,0,
0,0,	0,0,	1,1,	12,3,		6,1,	0,0,	10,1,		0,0,	0,0,	6,1,	6,1,		5,1,	0,0,	3,2,		8,1,	0,0,	0,0,	6,1,	0,0,	12,2,	0,0,	0,0,	7,1,	0,0,	15,2,		0,0,	15,1,	0,0,		0,0,	9,1,	4,2,	0,0,	5,4,	6,1,		13,1,	6,2,	0,0,	3,2,	13,2,	6,1,				4,1,	2,2,		3,1,	11,2,	9,2,			0,0,	5,1,	9,1,	0,0,	6,1,	0,0,	8,2,	0,0,	0,0,	1,1,	4,1,	0,0,	0,0,	3,1,	5,1,	0,0,	0,0,	10,1,	0,0,	0,0,	8,1,	0,0,
0,0,	0,0,	0,0,	9,2,		2,2,	0,0,	7,2,		0,0,	0,0,	5,1,	5,3,		2,2,	0,0,	2,2,		7,2,			4,3,	0,0,	11,2,	0,0,		6,1,	0,0,	14,1,			14,1,	0,0,		0,0,	7,2,	3,1,		4,1,	4,1,		12,1,	4,1,	0,0,	0,0,	12,3,	4,1,				0,0,	0,0,		2,1,	10,2,	7,2,			0,0,	4,1,	8,2,		4,2,		7,1,	0,0,	0,0,	0,0,	3,3,	0,0,	0,0,	0,0,	4,2,	0,0,	0,0,	9,2,	0,0,		7,1,	0,0,
0,0,		0,0,	7,1,		0,0,		6,1,		0,0,		4,3,	4,1,		0,0,	0,0,	0,0,		6,1,			3,1,		10,2,			5,1,	0,0,	13,1,			10,1,				6,3,	0,0,		0,0,	3,1,		9,2,	3,1,	0,0,	0,0,	9,1,	3,1,				0,0,	0,0,		1,1,	9,2,	6,1,				3,1,	7,1,		0,0,		6,2,	0,0,		0,0,	0,0,	0,0,	0,0,	0,0,	3,2,			7,1,	0,0,		6,2,	
		0,0,	6,2,		0,0,		5,2,		0,0,		1,1,	0,0,		0,0,		0,0,		5,1,			0,0,		7,2,			4,2,		11,1,			9,1,				5,2,	0,0,		0,0,	2,1,		8,1,	2,1,		0,0,	7,1,	1,1,				0,0,	0,0,		0,0,	8,2,	5,1,				1,1,	6,1,		0,0,		5,1,	0,0,		0,0,	0,0,	0,0,		0,0,	0,0,			6,2,	0,0,		5,3,	
		0,0,	4,2,		0,0,		4,1,		0,0,		0,0,	0,0,		0,0,		0,0,		4,1,			0,0,		4,2,			2,1,		10,1,			8,1,				4,1,	0,0,		0,0,	0,0,		7,1,	1,1,		0,0,	6,1,	0,0,				0,0,	0,0,		0,0,	6,3,	4,1,				0,0,	5,1,		0,0,		4,1,	0,0,		0,0,	0,0,	0,0,		0,0,	0,0,			5,2,			4,1,	
		0,0,	0,0,		0,0,		0,0,				0,0,	0,0,		0,0,		0,0,		0,0,			0,0,		2,1,			0,0,		9,1,			5,1,				0,0,	0,0,		0,0,	0,0,		6,1,	0,0,		0,0,	4,2,	0,0,				0,0,	0,0,		0,0,	0,0,	2,2,				0,0,	4,1,		0,0,		1,1,	0,0,		0,0,	0,0,	0,0,		0,0,	0,0,			4,2,			0,0,	
		0,0,	0,0,		0,0,		0,0,				0,0,	0,0,		0,0,		0,0,		0,0,			0,0,		0,0,			0,0,		8,1,			3,2,				0,0,	0,0,		0,0,	0,0,		4,1,	0,0,		0,0,	1,1,	0,0,				0,0,	0,0,		0,0,	0,0,	0,0,				0,0,	3,2,		0,0,		0,0,	0,0,		0,0,	0,0,	0,0,		0,0,	0,0,			0,0,			0,0,	
		0,0,	0,0,		0,0,		0,0,				0,0,	0,0,		0,0,		0,0,		0,0,			0,0,		0,0,			0,0,		7,1,			2,1,				0,0,	0,0,		0,0,	0,0,		0,0,	0,0,		0,0,	0,0,	0,0,				0,0,	0,0,		0,0,	0,0,	0,0,				0,0,	0,0,		0,0,		0,0,	0,0,		0,0,	0,0,			0,0,	0,0,			0,0,			0,0,	
		0,0,	0,0,		0,0,		0,0,				0,0,	0,0,		0,0,		0,0,		0,0,			0,0,		0,0,			0,0,		4,1,			0,0,				0,0,	0,0,		0,0,	0,0,		0,0,	0,0,		0,0,	0,0,	0,0,				0,0,	0,0,		0,0,	0,0,	0,0,				0,0,	0,0,		0,0,		0,0,			0,0,	0,0,			0,0,	0,0,			0,0,			0,0,	
			0,0,		0,0,		0,0,				0,0,	0,0,		0,0,		0,0,		0,0,			0,0,		0,0,			0,0,		3,1,			0,0,				0,0,	0,0,		0,0,	0,0,		0,0,	0,0,			0,0,	0,0,							0,0,	0,0,	0,0,				0,0,	0,0,		0,0,		0,0,				0,0,				0,0,			0,0,			0,0,	
			0,0,				0,0,				0,0,	0,0,						0,0,			0,0,		0,0,			0,0,		2,2,			0,0,				0,0,				0,0,		0,0,	0,0,			0,0,	0,0,							0,0,	0,0,	0,0,				0,0,	0,0,				0,0,								0,0,			0,0,			0,0,	
			0,0,				0,0,				0,0,							0,0,					0,0,			0,0,		0,0,			0,0,				0,0,				0,0,		0,0,	0,0,			0,0,	0,0,								0,0,	0,0,				0,0,	0,0,				0,0,											0,0,			0,0,	
			0,0,				0,0,											0,0,					0,0,			0,0,		0,0,			0,0,				0,0,						0,0,	0,0,			0,0,									0,0,	0,0,					0,0,				0,0,											0,0,			0,0,	
																							0,0,					0,0,			0,0,										0,0,				0,0,										0,0,					0,0,				0,0,											0,0,				
																												0,0,			0,0,										0,0,				0,0,															0,0,																			
																												0,0,			0,0,																																																
																												0,0,																																																			
																												0,0,																																																			
																												0,0,																																																			
